소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
서초동,"서울특별시 강동구 구천면로 429, 2층 (명일동)",해머커피로스터스,37.5504,127.146505,양식,0,0,2
문정동,서울특별시 강동구 구천면로100길 23 (상일동),달쿵이네,37.5498119,127.1718862,양식,0,0,6
충무로4가,"서울특별시 강동구 구천면로40길 14, 가동 1층 101호 (천호동)",더블톤,37.5452988,127.1342215,양식,5,1,10
석촌동,서울특별시 강동구 구천면로 660 (상일동),토마토 피자,37.5507112,127.171224,양식,3,4,1
연희동,서울특별시 강동구 구천면로 512-1 (명일동),앤트러사이트커피 연희점,37.5490311,127.1552904,양식,3.3,76,196
잠실동,"서울특별시 강동구 구천면로 442, B동 1층 (명일동)",밤비노,37.5492874,127.1474467,양식,4,1,64
서초동,"서울특별시 강동구 구천면로 427-8, 1층 (명일동)",맘스터치 서초교대점,37.5506651,127.1463251,양식,1.9,14,8
수표동,"서울특별시 강동구 구천면로29길 57 (천호동,(1층))",성실한 부엌,37.5425391,127.1306513,양식,5,2,11
문정동,"서울특별시 강동구 구천면로24길 25, 2층 (천호동)",블리스버거,37.5395543,127.1259819,양식,3.7,3,43
문정동,"서울특별시 강동구 구천면로 442, 1층 (명일동)",달섬,37.5492874,127.1474467,양식,5,1,7
신대방동,"서울특별시 강동구 구천면로17길 32, 1층 (천호동)",KFC보라매매장,37.5429967,127.1238671,양식,2.3,25,5
신사동,"서울특별시 강동구 구천면로 440, 1층 (명일동)",피에스카페,37.5495518,127.1472065,양식,2.9,26,89
암사동,서울특별시 강동구 구천면로12길 5 (천호동),와줘서 고마워요,37.5418576,127.1216979,양식,3.7,17,9
상계동,서울특별시 강동구 구천면로24길 24 (천호동),자담치킨 수락산점,37.5397229,127.1258273,양식,1,1,4
구로동,서울특별시 강동구 구천면로34길 52 (천호동),에이그레이트카페 구로직영점,37.5424638,127.1341625,양식,2.7,3,4
합정동,서울특별시 강동구 구천면로34길 59 (천호동),뉴욕아파트먼트 합정점,37.5427337,127.1344477,양식,4,1,13
방배동,"서울특별시 강동구 구천면로 506 (명일동,1층)",와인하우스,37.5490564,127.1545391,양식,3,1,0
구로동,"서울특별시 강동구 구천면로34길 25, 1층 (천호동)",KFC구로디지털2,37.5424483,127.1325703,양식,2.3,19,12
신천동,"서울특별시 강동구 구천면로36길 6, 1층 102호 (천호동)",퀴즈노스 잠실웰리스점,37.5429357,127.1319651,양식,0,0,3
