소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
대방동,서울특별시 동대문구 홍릉로3길 18 (제기동),교촌치킨 신대방삼거리점,37.5818515,127.0435887,치킨,3,25,4
용산구,"서울특별시 동대문구 하정로5길 1, 1층 (신설동)",강가네빈대떡,37.5759833,127.0262808,치킨,3.4,35,140
관악구,"서울특별시 동대문구 약령시로 113-9, 1층 (제기동)",마스터산더미파불고기,37.5834748,127.0424232,치킨,5,1,42
동작구,"서울특별시 동대문구 왕산로9길 28 (용두동,(용머리길26))",용궁포차,37.5784422,127.0278259,치킨,5,1,6
송파구,서울특별시 노원구 상계로3길 15 (상계동),처갓집양념치킨 풍납점,37.6568844,127.0621918,치킨,5,2,22
신월동,"서울특별시 금천구 시흥대로71길 44, 지상1층 (시흥동)",스칼렛호프,37.4549954,126.8994473,치킨,0,0,0
영등포구,서울특별시 노원구 석계로15길 9 (월계동),깐부치킨,37.6226443,127.0610626,치킨,3.7,7,7
창천동,"서울특별시 금천구 시흥대로 224, 금천리메인시티 112호 (시흥동)",보헤미안PJ,37.4539296,126.9013002,치킨,5,1,2
마포구,"서울특별시 동작구 사당로16길 27, 지상1층 (사당동)",신군신양,37.4822029,126.9731316,치킨,4.3,10,16
연남동,"서울특별시 동작구 상도로 357, 1층 (상도동, 강남시장내)",문부터,37.4969506,126.9535536,치킨,0,0,1
영등포구,"서울특별시 금천구 독산로11길 10, 지상1층 (시흥동)",피자나라치킨공주,37.4521217,126.9053978,치킨,3,2,1
용산구,"서울특별시 금천구 독산로21길 26, 1층 일부호 (시흥동)",ART3,37.4537772,126.9046907,치킨,0,0,2
신내동,"서울특별시 노원구 광운로 9, 1층 (월계동)",생활맥주 중랑신내점,37.6186922,127.057316,치킨,0,0,7
명일동,"서울특별시 도봉구 도봉로157길 11, 1층 (도봉동)",깐부치킨,37.6734603,127.043408,치킨,2.8,4,2
마포구,서울특별시 동작구 사당로17길 11 (사당동),단촌,37.4837615,126.97405,치킨,5,3,32
성동구,"서울특별시 금천구 독산로 139-1 (시흥동,지상1층)",투데이,37.4598073,126.9047194,치킨,0,0,0
양천구,"서울특별시 노원구 상계로26길 20, 제상가동 1층 106호 (상계동, 대동청솔아파트)",이춘봉 인생치킨,37.6572484,127.0711849,치킨,0,0,1
하월곡동,"서울특별시 금천구 두산로 70, 현대지식산업센터 지1층 티-엘117호 (독산동)",참나무바베큐,37.4689627,126.8956207,치킨,0,0,4
원효로1가,"서울특별시 금천구 시흥대로150길 38, 지상1층 (독산동)",열정도감자집,37.4759607,126.9010905,치킨,4.5,2,33
미아동,"서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)",부어치킨,37.6153803,127.0666818,치킨,5,1,0
도봉동,"서울특별시 동대문구 전농로9길 7-11, 1층 (답십리동)",비비큐치킨,37.5738831,127.0570876,치킨,3,2,0
종로구,"서울특별시 노원구 동일로 1280, 중계무지개아파트2단지상가,유치원 지층 14호 (중계동)",동해,37.6434986,127.0657465,치킨,4.7,11,8
응암동,"서울특별시 금천구 금하로 720, 125호 (시흥동, 에벤에셀프라자 지상1층)",명주식탁,37.4504709,126.909473,치킨,0,0,1
강북구,"서울특별시 동작구 동작대로27다길 29 (사당동,(103,104호))",로코,37.4863013,126.9806796,치킨,0,0,0
주교동,"서울특별시 금천구 벚꽃로38길 32, 지상1층 (가산동)",잉꼬호프치킨,37.4825321,126.8847544,치킨,0,0,0
신림동,"서울특별시 동대문구 제기로 2, 1층 (제기동)",추억의통치킨,37.586266,127.0331169,치킨,5,1,0
화곡동,"서울특별시 동대문구 왕산로26길 23, 1층 (용두동)",펀비어킹 목동사거리점,37.5770305,127.0365704,치킨,4,1,1
종암동,"서울특별시 노원구 상계로3길 29, 2층 (상계동)",후라이드 참잘하는집,37.6575607,127.062396,치킨,3,2,3
서교동,서울특별시 도봉구 도봉로118길 10 (창동),내마음도몰라주고,37.6489713,127.0356952,치킨,0,0,0
종로구,"서울특별시 금천구 금하로 658 (시흥동,지상1층 (금천로 179))",통큰갈비,37.4535422,126.903626,치킨,4.2,12,66
목동,서울특별시 금천구 시흥대로122길 14 (독산동),페리카나치킨,37.4692989,126.8990603,치킨,3,9,0
독산동,"서울특별시 금천구 독산로 99, 지상1층 (시흥동)",치킨마루,37.4563097,126.9054296,치킨,5,1,4
동작구,"서울특별시 동대문구 안암로 118-1, 1층 (제기동)",교촌치킨,37.585875,127.0325749,치킨,3,25,4
문래동6가,"서울특별시 노원구 동일로 1365, 랑은빌딩 지하1층 105호 (상계동)",BHC치킨문래점,37.6505982,127.0612598,치킨,2.4,7,1
영등포구,서울특별시 노원구 노해로81길 6 (상계동),수정커피호프,37.655273,127.0630566,치킨,0,0,0
창동,"서울특별시 동대문구 답십리로65길 124-4, 1층 101호 (장안동)",짝태앤노가리 창동점,37.5780063,127.0704451,치킨,0,0,0
영등포구,"서울특별시 노원구 노해로75길 14-17, 1층 (상계동, 유성빌딩)",뽀야치킨,37.6546722,127.0583218,치킨,5,1,1
수유동,"서울특별시 도봉구 도당로 75, 2층 (방학동)",은하수,37.6649065,127.0354116,치킨,5,1,0
성북구,"서울특별시 금천구 독산로 172, 지상1층 (시흥동)",깻잎두마리치킨,37.4626133,126.9043453,치킨,2,2,1
강서구,서울특별시 동작구 양녕로30길 4 (상도동),두드림치킨,37.4992634,126.9445135,치킨,4,1,0
후암동,"서울특별시 금천구 벚꽃로 312-1, 지상2층 (가산동)",맥시칸치킨,37.4823921,126.8828413,치킨,5,1,1
신림동,"서울특별시 동대문구 답십리로68길 43, 1층 (장안동)",두리쪽갈비앤닭발,37.570567,127.0689482,치킨,0,0,3
양평동2가,"서울특별시 노원구 덕릉로 765 (상계동, 91-6)",아라비카클럽,37.665725,127.0774281,치킨,5,1,2
연희동,"서울특별시 금천구 가산디지털1로 30, 에이스하이엔드타워10 1층 101호 (가산동)",묘한술책,37.4688108,126.8875023,치킨,4.8,7,5
이문동,"서울특별시 도봉구 덕릉로 233-4, 1층 (창동)",오븐마루,37.6389225,127.0379549,치킨,3,2,3
