소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
서교동,"서울특별시 강남구 학동로77길 26 (청담동,대유빌딩 지하1층)",국시집,37.5203678,127.0487128,분식,4.2,26,14
역삼동,"서울특별시 강남구 언주로170길 34 (신사동,지상1층)",청수횟집,37.5263975,127.0364144,분식,4,2,4
양평동3가,"서울특별시 강남구 선릉로 823, 지하2층 (신사동)",동그라미,37.5256156,127.0393899,분식,0,0,4
면목동,"서울특별시 강남구 도산대로90길 3 (청담동,지상1층)",길조,37.5239372,127.0495812,분식,1,1,1
대림동,"서울특별시 강남구 개포로15길 40, 지상1층 (개포동)",두꺼비하우스,37.4804561,127.0465973,분식,0,0,0
석촌동,"서울특별시 강남구 논현로8길 53, 지상1층 3호 (개포동)",네네치킨,37.4748828,127.0528676,분식,2.7,6,2
남산동2가,"서울특별시 강남구 선릉로 334, 지상1층 105호 (대치동)",이삭,37.4995951,127.0516542,분식,4,3,1
신길동,"서울특별시 강남구 남부순환로 2753, 1층 102호 (도곡동)",라세라,37.4874808,127.0469896,분식,4.4,23,12
독산동,"서울특별시 강남구 테헤란로 129, 지하2층 3호 (역삼동)",음식마을 분식이네,37.4999326,127.0323679,분식,4,2,0
전농동,"서울특별시 강남구 선릉로86길 46 (대치동,지상2층)",김밥천국,37.5040566,127.053496,분식,2.7,3,0
일원동,"서울특별시 강남구 선릉로157길 14-7, 압구정빌딩 1층 (신사동)",감탄 일원점,37.5265497,127.0387182,분식,5,2,1
당산동3가,"서울특별시 강남구 도곡로63길 20, 지상1층,지상2층 (대치동)",까치분식,37.4984245,127.0541542,분식,3.9,8,1
상수동,"서울특별시 강남구 학동로4길 10, 2층 203호 (논현동)",산타페,37.5107622,127.0229486,분식,5,2,0
청담동,"서울특별시 강남구 언주로148길 11, 1층 (논현동)",행복한밥상,37.5207234,127.035475,분식,5,1,0
창동,"서울특별시 강남구 역삼로 420 (대치동,지상1층4호)",신송분식,37.5010007,127.0529074,분식,0,0,2
봉천동,서울특별시 강남구 역삼로 421 (대치동),얼큰수제비해물칼국수,37.5014709,127.0531044,분식,4.5,37,13
장안동,"서울특별시 강남구 언주로153길 11, 지상1층 (신사동)",마늘떡볶이,37.5225623,127.0322157,분식,4.4,10,5
도곡동,"서울특별시 강남구 선릉로82길 28, 대치동 빌딩 지하1층 (대치동)",하루방뒷고기,37.5029592,127.0523788,분식,2.9,8,5
창천동,"서울특별시 강남구 삼성로81길 37 (대치동,지하1층)",영심이네원조감자탕,37.5036806,127.0546623,분식,4.3,4,3
금호동4가,"서울특별시 강남구 논현로 854, 지하1층 B110,B111호 (신사동)",써니네 분식,37.5253216,127.0288651,분식,5,1,3
신설동,"서울특별시 강남구 학동로 338, 지상1층 S109호 (논현동, 강남파라곤)",자매손칼국수,37.5165684,127.0401763,분식,5,2,3
돈의동,"서울특별시 강남구 선릉로 758, 지하1층 (청담동)",낙산스넥,37.5224331,127.039614,분식,0,0,0
미아동,"서울특별시 강남구 테헤란로 313, 성지하이츠1 지하1층 5호 (역삼동)",쭈퐁,37.5038082,127.045287,분식,5,1,0
미아동,"서울특별시 강남구 언주로148길 35, 지상2층 (논현동)",친절식당,37.5211966,127.0374098,분식,4.8,6,2
서초동,"서울특별시 강남구 테헤란로83길 50 (삼성동,지상1층)",목포어묵 오선당 서초점,37.510686,127.0566531,분식,5,2,1
논현동,"서울특별시 강남구 언주로 604, 지하1층 102호 (논현동, ACROHILLS논현)",얌얌,37.5095777,127.0389463,분식,5,1,4
대치동,"서울특별시 강남구 영동대로 325, 지하3층 (대치동, 해암빌딩)",꿈꾸는애벌레,37.5033344,127.0655457,분식,5,1,1
서소문동,서울특별시 강남구 논현로115길 17 (논현동),스트릿커피,37.5085804,127.0316254,분식,4,1,1
봉천동,서울특별시 강남구 영동대로96길 37 (삼성동),밀겨울,37.5116711,127.0655351,분식,3.4,7,5
성수동2가,"서울특별시 강남구 논현로149길 52 (논현동,(1층))",산들김밥,37.5173078,127.0243552,분식,4.2,19,3
홍은동,"서울특별시 강남구 개포로 310 (개포동,1호동2호)",퐁닭 떡볶이,37.4848972,127.0576759,분식,4.8,6,12
상수동,서울특별시 강남구 학동로42길 14 (논현동),삼국일,37.5146734,127.0363218,분식,4,6,9
장안동,"서울특별시 강남구 언주로165길 7-12, 지상1층, 2층 (신사동)",서울김밥,37.5250612,127.0322467,분식,3.2,9,1
신길동,"서울특별시 강남구 삼성로 212, B블럭 지하1 층 26호 (대치동, 은마아파트)",옛날짜장우동,37.4977415,127.0650701,분식,5,1,4
봉천동,"서울특별시 강남구 헌릉로745길 25 (율현동,강남자동차매매장에이동 지하1층 122호)",죠스떡볶이 보라매점,37.4693043,127.1192311,분식,3,2,0
가산동,"서울특별시 강남구 역삼로92길 7, 1층 (대치동)",코바코가산점,37.5039991,127.0630048,분식,4,2,4
신림동,서울특별시 강동구 구천면로 332-1 (천호동),타코방,37.5488445,127.1364075,분식,4.8,5,4
노량진동,"서울특별시 강남구 테헤란로 508, 지상1층 (대치동, 해성2빌딩)",언덕,37.5068211,127.0579976,분식,4.6,9,1
홍제동,"서울특별시 강남구 논현로150길 13, 혜창빌딩 지상1층 (논현동)",김밥싸는 박여사,37.5194351,127.0295883,분식,5,3,3
상도1동,"서울특별시 강남구 역삼로7길 2 (역삼동,(역삼동829-20에서98.6.26장소이전))",김밥천국,37.4943548,127.033493,분식,2.8,8,0
등촌동,"서울특별시 강남구 헌릉로590길 63, 지상1층 103호 (세곡동)",볼원락볼링장,37.4603217,127.1012224,분식,3.7,3,31
관훈동,"서울특별시 강남구 선릉로148길 37, 지하1,지상1,2층 (청담동)",로라방앗간 안녕인사동점,37.5230044,127.0425513,분식,3.7,6,33
공릉동,"서울특별시 강남구 압구정로60길 21, 지상6층 (청담동, 분더샵 청담A)",석천숯불구이,37.5258746,127.0419621,분식,4,13,13
구로동,"서울특별시 강남구 언주로152길 15-6, 지상3층 (신사동)",짜장일번지,37.5231712,127.0349534,분식,5,1,3
구로동,"서울특별시 강남구 테헤란로4길 6, 지하1층 B125호 (역삼동, 강남역센트럴푸르지오시티)",오규당 NC백화점 구로점,37.4976709,127.029341,분식,0,0,1
을지로6가,"서울특별시 강남구 선릉로 514, 지하1층 114호 (삼성동)",충무김밥,37.5056108,127.0491849,분식,2.8,96,67
대치동,"서울특별시 강남구 선릉로82길 5, 102호 (대치동)",한솥 대치삼성아파트 입구점,37.5025747,127.0505248,분식,4.3,5,0
동빙고동,"서울특별시 강남구 도곡로3길 27 (역삼동,지하1층)",페리카나치킨,37.4919757,127.0323589,분식,4,4,0
역삼동,"서울특별시 강남구 테헤란로 323, 휘닉스오피스텔 지하1층 4호 (역삼동)",옛고을장원김밥,37.5041291,127.0464736,분식,3.7,24,57
한남동,"서울특별시 강남구 언주로86길 11, 지상1층 107,108,109,110호 (역삼동, 한화 진넥스빌)",한남분식,37.501979,127.0442952,분식,3.9,25,47
석촌동,"서울특별시 강남구 도산대로51길 40, 지상3층 302호 (신사동)",한솔김밥,37.5256875,127.0382779,분식,3.5,4,0
대치동,"서울특별시 강남구 언주로107길 43 (역삼동,지상1층)",록스플레이트,37.5069139,127.0357388,분식,3.4,5,16
중화동,"서울특별시 강남구 언주로172길 56 (신사동,1층)",토크쇼,37.526788,127.0383048,분식,0,0,0
서교동,"서울특별시 강남구 선릉로131길 22-4, 지상1층 (논현동)",몬스터 치즈 떡볶이,37.5176937,127.039119,분식,2.6,14,56
방이동,서울특별시 강남구 도곡로 531 (대치동),무한지대,37.5003365,127.0645013,분식,5,1,0
보광동,"서울특별시 강남구 남부순환로 2915 (대치동,지상2층)",친구의천,37.4929459,127.058893,분식,0,0,0
가락동,"서울특별시 강남구 도곡로8길 8, 지하1층 (도곡동)",구내분식,37.4899216,127.0352041,분식,1.6,7,19
수유동,"서울특별시 강남구 압구정로10길 42, 1층 102호 (신사동)",셰프의 돈까스,37.5208061,127.0220686,분식,4.5,2,6
신림동,"서울특별시 강남구 영동대로 221, 지하1층 (대치동)",표씨네닭꼬치,37.4986677,127.0681377,분식,0,0,2
신월동,"서울특별시 강남구 도산대로 131, 지하1층 (신사동)",체리이야기,37.5178402,127.0228003,분식,0,0,2
화양동,"서울특별시 강남구 언주로134길 8 (논현동,(지하1층))",초밥짓는 원숭이,37.5164962,127.0363431,분식,3.4,79,45
쌍문동,"서울특별시 강남구 역삼로14길 10, 1층 (역삼동)",더김밥,37.493961,127.035341,분식,0,0,0
삼성동,"서울특별시 강남구 테헤란로 337, 지상14층 (역삼동)",얌샘김밥,37.5047776,127.0484885,분식,2.8,4,5
방화동,"서울특별시 강남구 선릉로153길 32, 지상2층 (신사동)",집애김밥,37.5248417,127.0368183,분식,0,0,5
구로동,"서울특별시 강남구 헌릉로569길 21-30, 드림하이 오피스텔 지상1층 106호 (세곡동)",봄봄김밥,37.4663621,127.1007309,분식,0,0,0
창동,"서울특별시 강남구 학동로101길 19, 1층 101호 (청담동)",맛나분식,37.5216261,127.0572509,분식,3.3,3,1
여의도동,"서울특별시 강남구 논현로146길 16 (논현동,지상1층)",전주집,37.5182009,127.0304149,분식,2.2,6,4
묵동,"서울특별시 강남구 도산대로 454 (청담동,지하101,102,108호)",동대문 엽기떡볶이 묵동점,37.5236996,127.0460695,분식,1.6,10,7
북아현동,"서울특별시 강남구 테헤란로38길 29, 지하1층 5호 (역삼동)",신떡순 신천할매떡볶이,37.5006137,127.0428508,분식,0,0,0
잠실동,서울특별시 강남구 도산대로51길 41 (신사동),미미국수,37.5259473,127.0381171,분식,4.3,9,14
대치동,"서울특별시 강남구 선릉로66길 6, 대치4동우편취급소 1층 101호 (대치동)",동호치킨,37.4983849,127.0524072,분식,0,0,0
공릉동,"서울특별시 강남구 압구정로46길 73, 1층 (신사동)",쪼매매운떡볶이,37.5239561,127.0366513,분식,4.4,101,133
